Soil Moisture,Temperature,Air Humidity,Pump Data
446.0232521,83.42613513,62.48264165,1
446.7461953,91.38721761,75.86806903,1
447.158083,92.63625634,53.97390854,1
447.2390689,68.3393625,44.47114186,1
447.6894733,91.76570859,69.32695709,1
447.9522593,70.24831875,55.25218109,1
448.7873565,99.89869228,49.61790901,1
448.9210151,97.29390223,60.54049124,1
449.7761882,89.82057322,79.826479,1
449.8747627,77.12517583,62.46441045,1
450.553998,98.29639744,71.52150595,1
450.9211807,69.4593235,53.33326924,1
451.1136641,74.08375981,53.73109939,1
451.4903182,85.98078064,55.72094592,1
451.6280634,88.80206247,60.26649598,1
451.7707992,69.44724396,79.54323935,1
451.8026619,73.26083655,40.07478245,1
451.9033361,75.93545844,49.76827959,1
451.9133261,90.81133281,73.67754457,1
452.0565602,71.78770207,45.03131872,1
452.1372225,67.18144977,69.04245625,1
452.2791318,99.28143347,64.69192441,1
452.3763078,76.57161643,77.71975153,1
452.7554987,92.719656,59.9203571,1
452.9699452,74.18004822,41.30489968,1
453.2603201,79.59872556,40.03298079,1
453.4756323,68.25613053,75.3019959,1
453.6654316,80.3115972,50.02656456,1
453.7803709,83.91287338,55.9540822,1
453.9493073,83.44512784,41.44735987,1
454.2769165,71.43159245,64.20777441,1
454.952273,67.3586625,52.07902279,1
455.1491394,96.0020294,61.82823012,1
455.2265441,75.28935063,60.77475941,1
455.2842278,90.19964791,68.55599403,1
455.5010443,65.09723581,57.0182383,1
455.6571221,70.02540682,69.36038489,1
455.9400283,84.20382091,39.48369671,1
456.3830632,78.96302757,51.41445044,1
456.4170799,69.70232059,38.77138684,1
456.515957,94.52857509,73.59852242,1
456.5333,81.28548304,55.98938373,1
456.8821984,78.3253855,46.61877088,1
457.1252841,102.1869852,51.17163807,1
457.1566091,70.88335875,71.44457038,1
457.1838596,100.3054535,49.07917098,1
459.2252845,94.71660852,50.72398905,1
459.3026495,100.3670877,39.37290809,1
459.3091915,83.5643896,38.79075255,1
459.4332771,79.00496641,66.65242868,1
459.6482799,80.68286737,56.32524166,1
459.7178875,66.09453186,75.70689489,1
459.9244441,75.07142739,72.59141293,1
460.3927013,86.59181694,58.39334329,1
460.8372706,79.77958389,72.30082104,1
461.1806029,82.19941227,48.41080429,1
461.2870641,91.34719203,59.10194741,1
461.3095335,65.829983,41.99485572,1
461.4114943,64.47533522,72.03049538,1
461.8582507,91.85646828,52.40324725,1
461.8982135,93.06973972,75.11352709,1
462.1622986,94.83523869,44.35794312,0
462.2594595,98.192957,78.88268731,1
462.4134864,88.37449236,69.53390368,1
462.7377872,86.36245743,58.80550741,1
463.0710835,86.99458851,42.19150003,1
463.3281481,77.0071435,43.60686182,1
463.3296186,78.93008942,42.02251155,1
463.3468855,97.41670952,48.32681051,1
464.0177106,69.5555784,44.97898717,1
464.1783134,84.25215162,70.12247535,1
464.3781898,80.62341566,56.75215512,1
464.5405542,93.70865217,64.26476049,1
464.7600154,99.89384124,61.30742341,1
465.2303676,89.184846,49.05274944,1
465.3671989,90.91524936,76.95463813,1
465.60466,66.02471695,64.8929091,1
465.9346787,99.04965573,55.60514288,1
466.2822746,67.86140664,54.39093057,1
466.3262739,79.38942998,57.86929706,1
466.5218472,73.91295399,71.65649789,1
466.5518391,87.55316393,73.39259253,1
466.5888024,100.207718,51.8671417,1
466.8534619,82.95628784,77.69331312,1
466.9110968,79.6523958,54.13469679,1
467.1645847,82.63477814,71.87059266,1
467.3039772,71.95656528,75.37115882,1
467.3680592,85.61321845,54.10094859,1
467.4725687,77.72252634,73.03983178,1
467.9445055,64.50554809,42.56782035,1
467.9567128,88.41714706,79.39424911,1
468.1457361,70.14451865,65.12513537,1
468.513799,80.61844753,61.77921565,1
468.5261717,101.3866102,65.37268937,1
468.8336887,88.60213319,67.23705294,1
469.0048747,91.83966091,46.0327489,1
469.0622345,91.87305417,65.83926883,1
469.2333194,74.98182942,68.16878619,1
470.3655623,97.56562271,38.24653941,1
470.7973446,82.77494824,56.02569065,1
470.9348848,83.5297092,69.68449097,1
471.0011331,89.56802773,38.54015785,1
471.7307481,79.52879631,65.21626683,1
471.7432182,92.69387028,77.86846116,1
472.2335657,80.24481288,47.99596521,1
472.3041796,77.34209761,65.80166996,1
472.3562802,81.33351634,77.92590076,1
472.4148053,77.61592029,42.43423806,1
472.5702002,92.02510981,76.84851363,1
472.8214961,80.55143182,56.66346499,1
472.9021903,69.44256613,47.7134118,1
472.9600224,87.69912852,58.74233378,1
473.0656913,92.34028261,61.97113443,1
473.2923007,72.71622979,41.94680528,1
473.5920018,69.1701301,47.57010673,1
473.8705539,78.36973435,68.90622878,1
473.9364675,97.03761526,77.87473608,1
474.0306089,98.69609314,68.59722314,1
474.1143799,74.40572728,54.94503121,1
474.4945262,72.6947883,53.24354319,1
474.6228601,67.65076477,75.78845931,1
474.6589426,99.80591234,47.3258399,1
474.7601593,91.87733206,61.23466017,1
474.8386517,97.03248825,55.84923085,1
474.8690315,79.92298324,66.14193773,1
474.9414563,78.91019199,65.19703963,1
474.9474131,97.58540023,39.0583098,1
475.6455436,89.77192983,38.35733591,1
476.2689692,68.25158188,64.62884463,1
476.3099234,66.24378729,66.46415534,1
476.4633458,95.27269892,55.18406478,1
476.5456231,84.21728331,38.82722236,1
476.8215834,69.86568099,79.43705502,1
476.8238527,82.62654321,46.79624196,1
477.4327266,70.85481246,65.0621897,1
477.5211014,69.89501998,67.10195475,1
477.6616696,65.93117317,58.49150897,1
478.1030409,85.20987047,43.79085936,1
479.1490793,95.67772306,58.64579927,1
479.3301948,72.68421267,54.66066515,1
479.5791021,90.92463285,48.09233533,1
479.6603644,92.71554535,48.1180753,1
479.9327985,95.07404676,48.11671165,1
480.0357836,99.50972981,51.12393403,1
480.0748866,69.83580587,53.51615,1
480.5654407,69.22921051,44.33889236,1
480.6453757,76.10915599,66.03037144,1
481.4695059,97.31201644,71.41805907,1
481.6331468,86.78037202,63.25436609,1
481.8844691,92.01580162,49.83539069,1
481.9801924,68.04350827,41.35664392,1
482.1056964,100.5880947,45.706061,1
482.1926291,100.5828788,64.73351041,1
482.2588799,68.93916625,47.21638304,1
482.3471043,73.9219019,57.75846643,1
482.8802723,79.63552171,75.85390106,1
483.0640456,81.20787411,48.80320832,1
483.1055789,82.91624709,69.02765704,1
483.5712479,77.98875501,64.29258308,1
483.9404136,70.98882892,46.57276631,1
484.193576,72.47173015,39.14201991,1
484.2784034,82.96505892,70.65596151,1
484.5946124,100.7093435,75.88842627,1
484.6347643,84.02214591,41.41291755,1
484.747617,76.1886223,73.57998875,1
484.9076413,67.1952807,49.1829091,1
485.2241644,70.03653521,73.59319189,1
485.5110985,68.51539089,49.62730618,1
485.5218648,91.52076735,38.62897134,1
485.6146101,69.05937247,55.69683421,1
485.6966776,78.42795865,58.57612451,1
485.7559857,77.14145849,59.94619131,1
486.0019418,67.97678063,73.63133682,1
486.0368166,64.80690748,41.26443924,1
486.1275968,101.0685287,70.44100583,1
486.1739106,83.14711095,62.53325751,1
486.3515944,69.59063347,43.87879377,1
486.3597199,77.18950711,70.93392985,1
486.5522376,67.42972074,75.98983366,1
486.8212671,72.59907799,64.98600184,1
486.9769089,65.42436583,69.90224633,1
487.043707,71.70484557,39.68593112,1
487.3414107,77.51648327,54.68116237,1
487.5212262,92.85225672,47.77469251,1
487.5642767,79.93566365,74.55029182,1
487.5724601,98.51367335,62.4519253,1
487.8721177,98.42497887,64.55613427,1
488.0895553,74.14744014,43.95001663,1
488.3075158,83.68845278,65.93770514,1
488.8911251,83.8724448,54.68813987,1
489.4396408,87.15987829,41.60244355,1
489.6547301,74.13863628,38.53929711,1
489.694382,86.08008843,80.63023241,1
489.9562961,74.97306887,74.19660163,1
490.2019187,90.26713479,77.78922941,1
490.4348875,66.71904663,67.4032309,1
490.5713677,64.90076742,44.50609539,1
490.7607764,68.65784121,44.20570354,1
490.9422034,82.96909614,61.24234488,1
491.0434715,100.1431905,59.35866294,1
491.1625869,74.01791489,42.56991565,1
